Code_CIS	Pathologie
62557522	Hypercholestérolémie
62557522	Hyperlipidémie
62557522	Hypertension artérielle
62561175	Hypertension artérielle
62561175	Infarctus du myocarde
62561175	Insuffisance cardiaque
62562380	Hypercholestérolémie
62562380	Hyperlipidémie
62564068	Rhinite allergique
62564068	Urticaire
62566877	Herpès génital
62566877	Herpès labial
62566877	Herpès oculaire
62567712	Anxiété
62567712	Dépression
62568967	Alcoolisme
62568967	Anxiété
62570701	Carence en vitamine D
62570701	Ostéoporose
62574938	Polyarthrite juvénile
62575470	Hypercholestérolémie
62575470	Hyperlipidémie
62577806	Hypertension artérielle
62578192	Epilepsie
62581943	Glaucome
62582187	Reflux gastro-oesophagien
62582187	Ulcère duodénal
62582187	Ulcère gastrique
62582187	Ulcère gastro-duodénal
62582582	Hypertension artérielle
62582582	Insuffisance cardiaque
62586367	Schizophrénie
62591460	Tabagisme
62591688	Insuffisance cardiaque
62596393	Psoriasis
62597050	Angiome
62597050	Asthme
62597050	BPCO
62597050	Bronchopneumopathie chronique obstructive
62597050	Laryngite aiguë
62597050	Lupus
62597050	Maladie de Crohn
62597050	Nausées et vomissements
62597050	Polyarthrite rhumatoïde
62597050	Rectocolite hémorragique
62597050	Rhinite allergique
62597050	Sinusite
62597050	Tuberculose
62597050	Urticaire
62597050	Uvéite
62597239	Psoriasis
62597926	Hypertension artérielle
62599681	Anxiété
62599681	Epilepsie
62600742	Asthme
62601043	Epilepsie
62602914	Hypercholestérolémie
62602914	Hyperlipidémie
62603012	Hypertension artérielle
62604153	Angine de poitrine
62604153	Angor
62604153	Extrasystoles
62604153	Hypertension artérielle
62605091	Dépression
62605091	Schizophrénie
62606108	Nausées et vomissements
62606357	Hypertension artérielle
62606357	Infarctus du myocarde
62606357	Insuffisance cardiaque
62607039	Angine de poitrine
62607039	Angor
62607530	Cystite
62607530	Maladie de Lyme
62607530	Otite moyenne aiguë
62607530	Sinusite
62607587	Adénome bénin de la prostate
62607587	Hypertrophie bénigne de la prostate
62608575	Constipation
62610754	Hypercholestérolémie
62610754	Hyperlipidémie
62611169	Dysménorrhée
62611169	Règles douloureuses
62611475	Hypertension artérielle
62611660	Angine de poitrine
62611660	Angor
62611895	Epilepsie
62613273	Aspergillose
62613519	Anxiété
62613519	Epilepsie
62614667	Maladie de Parkinson
62615406	Hypercholestérolémie
62615406	Hyperlipidémie
62616878	Tabagisme
62617179	Hypertension artérielle
62617300	Ostéoporose
62618313	Ulcère duodénal
62618313	Ulcère gastrique
62619486	Alopécie
62619550	Diabète
62620809	Anxiété
62620809	Dépression
62621779	Hypertension artérielle
62622863	Angiome
62622863	BPCO
62622863	Bronchopneumopathie chronique obstructive
62622863	Laryngite aiguë
62622863	Lupus
62622863	Maladie de Crohn
62622863	Nausées et vomissements
62622863	Polyarthrite rhumatoïde
62622863	Rhinite allergique
62622863	Sinusite
62622863	Tuberculose
62622863	Urticaire
62622863	Uvéite
62626185	Coliques néphrétiques
62626477	Hémorroïdes
62628179	Onychomycose
62628873	Lupus
62628873	Polyarthrite rhumatoïde
62629676	Hypertension artérielle
62630116	Hyperthyroïdie
62630116	Hypothyroïdie
62632843	Dépression
62633436	Dépression
62633436	Enurésie
62633436	Migraine
62633525	Vaginite
62635259	Hypercholestérolémie
62635259	Hyperlipidémie
62637445	Hypertension artérielle
62639275	Schizophrénie
62640174	Diabète
62640879	Hypertension artérielle
62640879	Infarctus du myocarde
62640879	Insuffisance cardiaque
62641835	Hypertension artérielle
62642061	Alcoolisme
62642061	Anxiété
62645506	Diabète
62649579	Constipation
62650834	Dépression
62650834	Schizophrénie
62652340	Asthme
62652340	BPCO
62652340	Bronchopneumopathie chronique obstructive
62653200	Schizophrénie
62658877	Tabagisme
62662968	Migraine
62667488	Dépression
62669749	Anxiété
62669749	Epilepsie
62672656	Asthme
62673263	Hypertension artérielle
62673690	Dysménorrhée
62673690	Règles douloureuses
62674422	Goutte
62674422	Hyperuricémie
62674714	Epilepsie
62676633	Cystite
62676633	Otite externe aiguë
62676633	Sinusite
62676761	Rhinite allergique
62676761	Urticaire
62676989	BPCO
62676989	Bronchopneumopathie chronique obstructive
62676989	Maladie de Lyme
62676989	Otite moyenne aiguë
62676989	Syphilis
62677532	Constipation
62678755	Epilepsie
62679309	Angine de poitrine
62679309	Angor
62679309	Extrasystoles
62679309	Hypertension artérielle
62679309	Hyperthyroïdie
62679309	Infarctus du myocarde
62679309	Migraine
62679533	Hypertension artérielle
62679533	Insuffisance cardiaque
62679768	Diabète
62679978	Constipation
62682216	Hypotension artérielle
62684103	Nausées et vomissements
62685543	Varices
62686823	Herpès labial
62686823	Herpès oculaire
62688710	Dysménorrhée
62688710	Règles douloureuses
62691806	Coliques néphrétiques
62691806	Goutte
62691806	Hyperuricémie
62692609	Insomnie
62695078	Dermatite de contact
62695078	Eczéma de contact
62695740	Adénome bénin de la prostate
62695740	Hypertrophie bénigne de la prostate
62695758	Migraine
62698206	Hypertension artérielle
62698206	Insuffisance cardiaque
62701346	Pityriasis versicolor
62702619	Schizophrénie
62702836	Insuffisance cardiaque
62704449	Hypercholestérolémie
62704449	Hyperlipidémie
62705088	Hypercholestérolémie
62705088	Hyperlipidémie
62705095	BPCO
62705095	Bronchopneumopathie chronique obstructive
62705095	Cystite
62705095	Sinusite
62705280	Anxiété
62705280	Dépression
62705654	Schizophrénie
62706119	Schizophrénie
62706489	Hypertension artérielle
62706489	Infarctus du myocarde
62706489	Insuffisance cardiaque
62708127	Vaginite
62710021	Vertiges de Ménière
62713448	Aspergillose
62713633	Angine de poitrine
62713633	Angor
62714607	Dysménorrhée
62714607	Polyarthrite rhumatoïde
62714607	Règles douloureuses
62715965	Hypertension artérielle
62716818	Adénome bénin de la prostate
62716818	Hypertrophie bénigne de la prostate
62717425	Hypertension artérielle
62717806	Ostéoporose
62719127	Reflux gastro-oesophagien
62719935	Coliques néphrétiques
62722988	Maladie de Parkinson
62725176	Alopécie
62725468	Maladie de Parkinson
62727234	Hypertension artérielle
62729121	Constipation
62731574	Reflux gastro-oesophagien
62731574	Ulcère duodénal
62731574	Ulcère gastrique
62731574	Ulcère gastro-duodénal
62733600	Diabète
62735455	Asthme
62737673	Ulcère duodénal
62737673	Ulcère gastrique
62738704	Hypercholestérolémie
62738704	Hyperlipidémie
62740096	Paludisme
62740801	Schizophrénie
62741554	Epilepsie
62743861	Angiome
62743861	BPCO
62743861	Bronchopneumopathie chronique obstructive
62743861	Laryngite aiguë
62743861	Lupus
62743861	Maladie de Crohn
62743861	Nausées et vomissements
62743861	Polyarthrite rhumatoïde
62743861	Rhinite allergique
62743861	Sinusite
62743861	Tuberculose
62743861	Urticaire
62743861	Uvéite
62744027	Epilepsie
62744504	Dermatite de contact
62744504	Eczéma de contact
62744785	Hypertension artérielle
62744785	Insuffisance cardiaque
62744949	Polyarthrite rhumatoïde
62744949	Psoriasis
62746359	Hypertension artérielle
62746747	Asthme
62749394	Acné
62751185	Hypertension artérielle
62751185	Infarctus du myocarde
62751185	Insuffisance cardiaque
62751915	BPCO
62751915	Bronchopneumopathie chronique obstructive
62751915	Cystite
62751915	Prostatite
62751915	Sinusite
62753154	Acné
62753777	Insuffisance cardiaque
62754046	Hypercholestérolémie
62754046	Hyperlipidémie
62754181	Vertiges de Ménière
62754943	Hyperthyroïdie
62756524	Hépatite A
62756595	Hypercholestérolémie
62756595	Hyperlipidémie
62757373	Hypertension artérielle
62757373	Infarctus du myocarde
62758831	Dermatite atopique
62758831	Eczéma atopique
62758831	Polyarthrite rhumatoïde
62758831	Psoriasis
62758831	Uvéite
62763458	Hypertension artérielle
62764332	Rhinite allergique
62765886	Cystite
62765886	Otite externe aiguë
62765886	Sinusite
62766454	Dépression
62767168	Anxiété
62767168	Epilepsie
62767549	Dysménorrhée
62767549	Règles douloureuses
62768099	Anxiété
62768099	Epilepsie
62770926	Dysménorrhée
62770926	Règles douloureuses
62771736	Hypercholestérolémie
62771736	Hyperlipidémie
62772489	Onychomycose
62772966	Dysménorrhée
62772966	Règles douloureuses
62774910	Hypertension artérielle
62774928	Vaginite
62780055	Polyarthrite rhumatoïde
62780450	Hypertension artérielle
62780450	Insuffisance cardiaque
62782120	Hypertension artérielle
62782316	Glaucome
62783247	Rhinite allergique
62783247	Urticaire
62786236	Hypertension artérielle
62786236	Insuffisance cardiaque
62786389	Hypertension artérielle
62787968	Dysménorrhée
62787968	Polyarthrite rhumatoïde
62787968	Règles douloureuses
62788447	Diabète
62788550	Schizophrénie
62788988	Hypertension artérielle
62788988	Insuffisance cardiaque
62790462	Diabète
62791450	Hypertension artérielle
62791557	BPCO
62791557	Bronchopneumopathie chronique obstructive
62791557	Maladie de Lyme
62791557	Otite moyenne aiguë
62791557	Prostatite
62791557	Syphilis
62792157	Dépression
62793241	Hypertension artérielle
62793241	Infarctus du myocarde
62793241	Insuffisance cardiaque
62793782	Sinusite
62793782	Toxoplasmose
62794286	Hypertension artérielle
62794286	Insuffisance cardiaque
62794521	Constipation
62798530	Onychomycose
62800821	Rhinite allergique
62800821	Urticaire
62801318	Herpès génital
62801318	Zona ophtalmique
62803066	Reflux gastro-oesophagien
62803066	Ulcère duodénal
62803066	Ulcère gastrique
62803066	Ulcère gastro-duodénal
62804360	Diarrhée
62806614	Glaucome
62808227	Hypertension artérielle
62809126	Diabète
62810178	Anxiété
62810178	Epilepsie
62811974	Asthme
62815944	Dysménorrhée
62815944	Règles douloureuses
62816804	Schizophrénie
62817482	Angiome
62817482	Asthme
62817482	BPCO
62817482	Bronchopneumopathie chronique obstructive
62817482	Laryngite aiguë
62817482	Maladie de Crohn
62817482	Nausées et vomissements
62817482	Polyarthrite rhumatoïde
62817482	Rectocolite hémorragique
62817482	Rhinite allergique
62817482	Sinusite
62817482	Tuberculose
62817482	Urticaire
62817482	Uvéite
62818698	Cystite
62818698	Maladie de Lyme
62818698	Otite moyenne aiguë
62818698	Sinusite
62818762	Diabète
62820980	Cystite
62820980	Otite moyenne aiguë
62820980	Sinusite
62821961	Diarrhée
62822682	Enurésie
62824142	Reflux gastro-oesophagien
62824142	Ulcère gastro-duodénal
62824288	Lupus
62824288	Maladie de Crohn
62824288	Polyarthrite rhumatoïde
62824288	Rectocolite hémorragique
62826481	Cystite
62826481	Otite moyenne aiguë
62826481	Sinusite
62828920	Asthme
62828920	BPCO
62828920	Bronchopneumopathie chronique obstructive
62828991	Adénome bénin de la prostate
62828991	Hypertrophie bénigne de la prostate
62832089	Diabète
62834599	Hypertension artérielle
62834784	Angine de poitrine
62834784	Angor
62834784	Hypertension artérielle
62834930	Migraine
62837759	Angine de poitrine
62837759	Angor
62837759	Hypertension artérielle
62837759	Infarctus du myocarde
62840118	Reflux gastro-oesophagien
62840118	Ulcère duodénal
62840118	Ulcère gastrique
62840118	Ulcère gastro-duodénal
62840513	Hypertension artérielle
62840805	Dysménorrhée
62840805	Règles douloureuses
62842464	Hypertension artérielle
62844369	Diabète
62844636	Ulcère duodénal
62844636	Ulcère gastrique
62845364	Diarrhée
62845713	Anxiété
62845713	Dépression
62846046	Hypertension artérielle
62846046	Insuffisance cardiaque
62846498	Tabagisme
62846562	Cystite
62846562	Maladie de Lyme
62846562	Otite moyenne aiguë
62846562	Sinusite
62847550	Hypercholestérolémie
62847550	Hyperlipidémie
62848645	Hypertension artérielle
62851214	Schizophrénie
62851449	Diabète
62852526	Anxiété
62852526	Epilepsie
62854267	Hypercholestérolémie
62854267	Hyperlipidémie
62854527	Epilepsie
62854947	Tabagisme
62856453	Acné
62856987	Impuissance masculine
62860284	Hypertension artérielle
62860633	Angine de poitrine
62860633	Angor
62860633	Hypertension artérielle
62860793	Tabagisme
62861105	Candidose buccale
62861105	Onychomycose
62861105	Pityriasis versicolor
62864489	Hyperthyroïdie
62864489	Hypothyroïdie
62864852	Hypercholestérolémie
62864852	Hyperlipidémie
62866052	Cystite
62866052	Prostatite
62866294	Hypercholestérolémie
62866294	Hyperlipidémie
62866910	Adénome bénin de la prostate
62866910	Hypertrophie bénigne de la prostate
62867631	Insuffisance cardiaque
62870741	Arthrose du genou
62870741	Gonarthrose
62870759	Hypertension artérielle
62870759	Infarctus du myocarde
62870759	Insuffisance cardiaque
62871220	Hypertension artérielle
62872308	Acné
62872607	Hypertension artérielle
62874405	Carence en vitamine D
62874405	Ostéoporose
62875749	Hypercholestérolémie
62875749	Hyperlipidémie
62877102	Tabagisme
62877141	Asthme
62880365	Reflux gastro-oesophagien
62880365	Ulcère duodénal
62880365	Ulcère gastrique
62880365	Ulcère gastro-duodénal
62880372	Asthme
62883607	Hypertension artérielle
62883639	Hypertension artérielle
62884118	Dépression
62884118	Schizophrénie
62884310	Hypertension artérielle
62884513	Maladie de Lyme
62884513	Prostatite
62884513	Syphilis
62884890	Cystite
62886560	Acné
62887947	Dysménorrhée
62887947	Règles douloureuses
62891109	Schizophrénie
62891447	Herpès génital
62892111	Maladie de Parkinson
62892314	Insuffisance cardiaque
62895812	Dépression
62895812	Schizophrénie
62897959	Hypertension artérielle
62897959	Insuffisance cardiaque
62897973	Epilepsie
62899127	Rhinite allergique
62899611	Acné
62901254	Angine de poitrine
62901254	Angor
62901254	Hypertension artérielle
62901254	Infarctus du myocarde
62902865	Paludisme
62903522	Hyperuricémie
62903853	Angine de poitrine
62903853	Angor
62903853	Insuffisance cardiaque
62904108	Asthme
62905911	Alcoolisme
62905911	Anxiété
62905911	Epilepsie
62906109	Diarrhée
62909137	Reflux gastro-oesophagien
62909137	Ulcère duodénal
62909137	Ulcère gastrique
62909137	Ulcère gastro-duodénal
62909621	Dysménorrhée
62909621	Règles douloureuses
62910207	Hypertension artérielle
62910207	Insuffisance cardiaque
62911490	Reflux gastro-oesophagien
62911490	Ulcère duodénal
62911490	Ulcère gastrique
62911490	Ulcère gastro-duodénal
62912304	Hypercholestérolémie
62912304	Hyperlipidémie
62913185	Sinusite
62914134	Spasmophilie
62914611	Extrasystoles
62918531	Cystite
62918531	Maladie de Lyme
62918531	Otite moyenne aiguë
62918531	Sinusite
62920265	Angine de poitrine
62920265	Angor
62920265	Hypertension artérielle
62921036	Schizophrénie
62925159	Dépression
62925159	Schizophrénie
62925789	Hypertension artérielle
62925789	Infarctus du myocarde
62925789	Insuffisance cardiaque
62926745	Epilepsie
62927128	Hypertension artérielle
62927128	Insuffisance cardiaque
62928283	Arthrose du genou
62928283	Gonarthrose
62929435	Hypertension artérielle
62929435	Insuffisance cardiaque
62930672	Hypotension orthostatique
62931849	Dépression
62931952	Epilepsie
62932591	Schizophrénie
62933355	Asthme
62934083	Hypertension artérielle
62934083	Infarctus du myocarde
62934083	Insuffisance cardiaque
62934941	Hypercholestérolémie
62934941	Hyperlipidémie
62935438	Hypertension artérielle
62936337	Acné
62936337	Impétigo
62936337	Sinusite
62938313	Hypercholestérolémie
62938313	Hyperlipidémie
62939721	Sinusite
62940702	Aspergillose
62941028	Hémorroïdes
62942048	Ostéoporose
62942532	Glaucome
62943125	Reflux gastro-oesophagien
62943125	Ulcère duodénal
62943125	Ulcère gastrique
62943125	Ulcère gastro-duodénal
62944693	Coliques néphrétiques
62944693	Dysménorrhée
62944693	Règles douloureuses
62945806	Zona ophtalmique
62946153	Hypertension artérielle
62947643	Dysménorrhée
62947643	Règles douloureuses
62949384	Cystite
62949384	Otite moyenne aiguë
62949384	Sinusite
62949690	Alcoolisme
62949690	Anxiété
62949893	Goutte
62949893	Hyperuricémie
62952003	Hypercholestérolémie
62952003	Hyperlipidémie
62953888	Hyperthyroïdie
62953888	Hypothyroïdie
62955519	Hyperthyroïdie
62955519	Hypothyroïdie
62956891	Hypothyroïdie
62960085	Coliques néphrétiques
62961098	Hypertension artérielle
62961098	Infarctus du myocarde
62961098	Insuffisance cardiaque
62961109	Mal des transports
62961109	Nausées et vomissements
62961493	Diabète
62964361	Constipation
62964589	Ulcère duodénal
62964589	Ulcère gastrique
62964589	Ulcère gastro-duodénal
62966063	Hépatite B
62966825	Hyperthyroïdie
62966825	Hypothyroïdie
62967375	Reflux gastro-oesophagien
62967375	Ulcère duodénal
62967375	Ulcère gastrique
62967375	Ulcère gastro-duodénal
62968406	Hypertension artérielle
62968406	Infarctus du myocarde
62968406	Insuffisance cardiaque
62968840	Schizophrénie
62969440	Diabète
62969789	Angine de poitrine
62969789	Angor
62969789	Hypertension artérielle
